KS KC 7S 5C 4H,8C TC QC 8C 4C
KS KH KC 8S 7S,KS KH KC 8S 7S
2C 2H 2S 4C 6C,2C 2H 2S 4C 6C
9C 8S 8H 8C TS,9C 8S 8H 8C TS
3D 3S 4D 5S AC,3D 3S 4D 5S AC
8C 5H 8D TD KS,8C 5H 8D TD KS
KS KH KC 8S 7S,KS KH KC 8S 7S
3C 2H 2S 4C 6C,3C 2H 2S 4C 6C
TC 8S 8H 8C TS,TC 8S 8H 8C TS
4D 3S 4D 5S AC,4D 3S 4D 5S AC
9C 5H 8D TD KS,9C 5H 8D TD KS
KS KH KC 8S 7S,KS KH KC 8S 7S
4C 2H 2S 4C 6C,4C 2H 2S 4C 6C
JC 8S 8H 8C TS,JC 8S 8H 8C TS
5D 3S 4D 5S AC,5D 3S 4D 5S AC
TC 5H 8D TD KS,TC 5H 8D TD KS
KS KH KC 8S 7S,KS KH KC 8S 7S
5C 2H 2S 4C 6C,5C 2H 2S 4C 6C
2C 3H 4H 5S 6H,2C 3H 4H 5S 6H
2C 2H 2S 4C 6C,2C 2H 2S 4C 6C
KS KC 7S 5C 4H,KS KC 7S 5C 4H
KS KC 7S 5C 4H,KS KC 7S 5C 4H
TC TC KC 8C 4C,TC TC KC 8C 4C
4C 2D 8D 4C 4C,4C 2D 8D 4C 4C
KS QS KC QC KH,KS QS KC QC KH
KS KC 7S 5C 4H,KS KC 7S 5C 4H
KS KC 7S 5C 4H,KS KC 7S 5C 4H
JC TC KC 8C 4C,JC TC KC 8C 4C
5C 2D 8D 4C 4C,5C 2D 8D 4C 4C
KS QS KC QC KH,KS QS KC QC KH
KS KC 7S 5C 4H,KS KC 7S 5C 4H
KS KC 7S 5C 4H,KS KC 7S 5C 4H
4C 5D 6D 7C 8C,4C 5D 6D 7C 8C
3H 3D 3C 4C 6C,3H 3D 3C 4C 6C
AC 2C 4C 5S 3S ,AC 2C 4C 5S 3S 
6C 2C 4C 5S 3S ,6C 2C 4C 5S 3S 
6C 7C 4C 5S 3S ,6C 7C 4C 5S 3S 
AC AD AS 5S 3S ,AC AD AS 5S 3S 
8C 8S 8H 8D TS,8C 8S 8H 8D TS
2D 3S 4D 5S AC,2D 3S 4D 5S AC
7C 5H 8D TD KS,7C 5H 8D TD KS
KS KH KC 8S 7S,KS KH KC 8S 7S
2C 2H 2S 4C 6C,2C 2H 2S 4C 6C
9C 8S 8H 8C TS,9C 8S 8H 8C TS
3D 3S 4D 5S AC,3D 3S 4D 5S AC
8C 5H 8D TD KS,8C 5H 8D TD KS
KS KH KC 8S 7S,KS KH KC 8S 7S
3C 2H 2S 4C 6C,3C 2H 2S 4C 6C
TC 8S 8H 8C TS,TC 8S 8H 8C TS
4D 3S 4D 5S AC,4D 3S 4D 5S AC
9C 5H 8D TD KS,9C 5H 8D TD KS
KS KH KC 8S 7S,KS KH KC 8S 7S
4C 2H 2S 4C 6C,4C 2H 2S 4C 6C
JC 8S 8H 8C TS,JC 8S 8H 8C TS
5D 3S 4D 5S AC,5D 3S 4D 5S AC
TC 5H 8D TD KS,TC 5H 8D TD KS
KS KH KC 8S 7S,KS KH KC 8S 7S
5C 2H 2S 4C 6C,5C 2H 2S 4C 6C
2C 3H 4H 5S 6H,2C 3H 4H 5S 6H
2C 2H 2S 4C 6C,2C 2H 2S 4C 6C
KS KC 7S 5C 4H,KS KC 7S 5C 4H
KS KC 7S 5C 4H,KS KC 7S 5C 4H
TC TC KC 8C 4C,TC TC KC 8C 4C
4C 2D 8D 4C 4C,4C 2D 8D 4C 4C
KS QS KC QC KH,KS QS KC QC KH
KS KC 7S 5C 4H,KS KC 7S 5C 4H
KS KC 7S 5C 4H,KS KC 7S 5C 4H
JC TC KC 8C 4C,JC TC KC 8C 4C
5C 2D 8D 4C 4C,5C 2D 8D 4C 4C
KS QS KC QC KH,KS QS KC QC KH
KS KC 7S 5C 4H,KS KC 7S 5C 4H
KS KC 7S 5C 4H,KS KC 7S 5C 4H
4C 5D 6D 7C 8C,4C 5D 6D 7C 8C
3H 3D 3C 4C 6C,3H 3D 3C 4C 6C
AC 2C 4C 5S 3S ,AC 2C 4C 5S 3S 
6C 2C 4C 5S 3S ,6C 2C 4C 5S 3S 
6C 7C 4C 5S 3S ,6C 7C 4C 5S 3S 
AC AD AS 5S 3S ,AC AD AS 5S 3S 
8C 8S 8H 8D TS,8C 8S 8H 8D TS
2D 3S 4D 5S AC,2D 3S 4D 5S AC
7C 5H 8D TD KS,7C 5H 8D TD KS
KS KH KC 8S 7S,KS KH KC 8S 7S
2C 2H 2S 4C 6C,2C 2H 2S 4C 6C
9C 8S 8H 8C TS,9C 8S 8H 8C TS
3D 3S 4D 5S AC,3D 3S 4D 5S AC
8C 5H 8D TD KS,8C 5H 8D TD KS
KS KH KC 8S 7S,KS KH KC 8S 7S
3C 2H 2S 4C 6C,3C 2H 2S 4C 6C
TC 8S 8H 8C TS,TC 8S 8H 8C TS
4D 3S 4D 5S AC,4D 3S 4D 5S AC
9C 5H 8D TD KS,9C 5H 8D TD KS
KS KH KC 8S 7S,KS KH KC 8S 7S
4C 2H 2S 4C 6C,4C 2H 2S 4C 6C
JC 8S 8H 8C TS,JC 8S 8H 8C TS
5D 3S 4D 5S AC,5D 3S 4D 5S AC
TC 5H 8D TD KS,TC 5H 8D TD KS
KS KH KC 8S 7S,KS KH KC 8S 7S
5C 2H 2S 4C 6C,5C 2H 2S 4C 6C
2C 3H 4H 5S 6H,2C 3H 4H 5S 6H
2C 2H 2S 4C 6C,2C 2H 2S 4C 6C
KS KC 7S 5C 4H,KS KC 7S 5C 4H
KS KC 7S 5C 4H,KS KC 7S 5C 4H
TC TC KC 8C 4C,TC TC KC 8C 4C
4C 2D 8D 4C 4C,4C 2D 8D 4C 4C
KS QS KC QC KH,KS QS KC QC KH
KS KC 7S 5C 4H,KS KC 7S 5C 4H
KS KC 7S 5C 4H,KS KC 7S 5C 4H
JC TC KC 8C 4C,JC TC KC 8C 4C
5C 2D 8D 4C 4C,5C 2D 8D 4C 4C
KS QS KC QC KH,KS QS KC QC KH
KS KC 7S 5C 4H,KS KC 7S 5C 4H
KS KC 7S 5C 4H,KS KC 7S 5C 4H
4C 5D 6D 7C 8C,4C 5D 6D 7C 8C
3H 3D 3C 4C 6C,3H 3D 3C 4C 6C
AC 2C 4C 5S 3S ,AC 2C 4C 5S 3S 
6C 2C 4C 5S 3S ,6C 2C 4C 5S 3S 
6C 7C 4C 5S 3S ,6C 7C 4C 5S 3S 
AC AD AS 5S 3S ,AC AD AS 5S 3S 
9C TC KC 8C 4C,8C 8S 8H 8D TS
3C 2D 8D 4C 4C,2D 3S 4D 5S AC
KS QS KC QC KH,7C 5H 8D TD KS
KS KC 7S 5C 4H,KS KH KC 8S 7S
KS KC 7S 5C 4H,2C 2H 2S 4C 6C
TC TC KC 8C 4C,9C 8S 8H 8C TS
4C 2D 8D 4C 4C,3D 3S 4D 5S AC
KS QS KC QC KH,8C 5H 8D TD KS
KS KC 7S 5C 4H,KS KH KC 8S 7S
KS KC 7S 5C 4H,3C 2H 2S 4C 6C
KC TC KC 8C 4C,TC 8S 8H 8C TS
5C 2D 8D 4C 4C,4D 3S 4D 5S AC
KS QS KC QC KH,9C 5H 8D TD KS
KS KC 7S 5C 4H,KS KH KC 8S 7S
KS KC 7S 5C 4H,4C 2H 2S 4C 6C
4C 5D 6D 7C 8C,JC 8S 8H 8C TS
3H 3D 3C 4C 6C,5D 3S 4D 5S AC
KS KH KC 8S 7S,TC 5H 8D TD KS
3C 2H 2S 4C 6C,KS KH KC 8S 7S
TC 8S 8H 8C TS,5C 2H 2S 4C 6C
4D 3S 4D 5S AC,2C 3H 4H 5S 6H
9C 5H 8D TD KS,2C 2H 2S 4C 6C
KS KH KC 8S 7S,KS KC 7S 5C 4H
4C 2H 2S 4C 6C,KS KC 7S 5C 4H
JC 8S 8H 8C TS,TC TC KC 8C 4C
5D 3S 4D 5S AC,4C 2D 8D 4C 4C
KC 5H 8D TD KS,KS QS KC QC KH
KS KH KC 8S 7S,KS KC 7S 5C 4H
5C 2H 2S 4C 6C,KS KC 7S 5C 4H
2C 3H 4H 5S 6H,JC TC KC 8C 4C
2C 2H 2S 4C 6C,5C 2D 8D 4C 4C
6C 2C 4C 5S 3S ,KS QS KC QC KH
6C 7C 4C 5S 3S ,KS KC 7S 5C 4H
6C 2C 4C 5S 3S ,KS KC 7S 5C 4H
KC KD KS 5S 3S ,4C 5D 6D 7C 8C
8C 8S 8H 8D TS,3H 3D 3C 4C 6C
2D 3S 4D 5S AC,AC 2C 4C 5S 3S 
7C 5H 8D TD KS,6C 2C 4C 5S 3S 
KS KH KC 8S 7S,6C 7C 4C 5S 3S 
2C 2H 2S 4C 6C,AC AD AS 5S 3S 
9C 8S 8H 8C TS,8C TC KC 8C 4C
3D 3S 4D 5S AC,2C 2D 8D 4C 4C
8C 5H 8D TD KS,KS QS KC QC KH
KS KH KC 8S 7S,KS KC 7S 5C 4H
3C 2H 2S 4C 6C,KS KC 7S 5C 4H
TC 8S 8H 8C TS,9C TC KC 8C 4C
4D 3S 4D 5S AC,3C 2D 8D 4C 4C
9C 5H 8D TD KS,KS QS KC QC KH
KS KH KC 8S 7S,KS KC 7S 5C 4H
4C 2H 2S 4C 6C,KS KC 7S 5C 4H
JC 8S 8H 8C TS,TC TC KC 8C 4C
5D 3S 4D 5S AC,4C 2D 8D 4C 4C
TC 5H 8D TD KS,KS QS KC QC KH
KS KH KC 8S 7S,KS KC 7S 5C 4H
5C 2H 2S 4C 6C,KS KC 7S 5C 4H
2C 3H 4H 5S 6H,KC TC KC 8C 4C
2C 2H 2S 4C 6C,5C 2D 8D 4C 4C
KS KC 7S 5C 4H,KS QS KC QC KH
KS KC 7S 5C 4H,KS KC 7S 5C 4H
TC TC KC 8C 4C,KS KC 7S 5C 4H
4C 2D 8D 4C 4C,4C 5D 6D 7C 8C
KS QS KC QC KH,3H 3D 3C 4C 6C
KS KC 7S 5C 4H,KS KH KC 8S 7S
KS KC 7S 5C 4H,3C 2H 2S 4C 6C
JC TC KC 8C 4C,TC 8S 8H 8C TS
5C 2D 8D 4C 4C,4D 3S 4D 5S AC
KS QS KC QC KH,9C 5H 8D TD KS
KS KC 7S 5C 4H,KS KH KC 8S 7S
KS KC 7S 5C 4H,4C 2H 2S 4C 6C
4C 5D 6D 7C 8C,JC 8S 8H 8C TS
3H 3D 3C 4C 6C,5D 3S 4D 5S AC
AC 2C 4C 5S 3S ,KC 5H 8D TD KS
6C 2C 4C 5S 3S ,KS KH KC 8S 7S
6C 7C 4C 5S 3S ,5C 2H 2S 4C 6C
AC AD AS 5S 3S ,2C 3H 4H 5S 6H
8C 8S 8H 8D TS,2C 2H 2S 4C 6C
2D 3S 4D 5S AC,6C 2C 4C 5S 3S 
7C 5H 8D TD KS,6C 7C 4C 5S 3S 
KS KH KC 8S 7S,6C 2C 4C 5S 3S 
2C 2H 2S 4C 6C,KC KD KS 5S 3S 
9C 8S 8H 8C TS,8C 8S 8H 8D TS
3D 3S 4D 5S AC,2D 3S 4D 5S AC
8C 5H 8D TD KS,7C 5H 8D TD KS
KS KH KC 8S 7S,KS KH KC 8S 7S
3C 2H 2S 4C 6C,2C 2H 2S 4C 6C
TC 8S 8H 8C TS,9C 8S 8H 8C TS
4D 3S 4D 5S AC,3D 3S 4D 5S AC
9C 5H 8D TD KS,8C 5H 8D TD KS
KS KH KC 8S 7S,KS KH KC 8S 7S
4C 2H 2S 4C 6C,3C 2H 2S 4C 6C
JC 8S 8H 8C TS,TC 8S 8H 8C TS
5D 3S 4D 5S AC,4D 3S 4D 5S AC
TC 5H 8D TD KS,9C 5H 8D TD KS
KS KH KC 8S 7S,KS KH KC 8S 7S
5C 2H 2S 4C 6C,4C 2H 2S 4C 6C
2C 3H 4H 5S 6H,JC 8S 8H 8C TS
2C 2H 2S 4C 6C,5D 3S 4D 5S AC
KS KC 7S 5C 4H,TC 5H 8D TD KS
KS KC 7S 5C 4H,KS KH KC 8S 7S
TC TC KC 8C 4C,5C 2H 2S 4C 6C
4C 2D 8D 4C 4C,2C 3H 4H 5S 6H
KS QS KC QC KH,2C 2H 2S 4C 6C
KS KC 7S 5C 4H,KS KC 7S 5C 4H
KS KC 7S 5C 4H,KS KC 7S 5C 4H
JC TC KC 8C 4C,TC TC KC 8C 4C
5C 2D 8D 4C 4C,4C 2D 8D 4C 4C
KS QS KC QC KH,KS QS KC QC KH
KS KC 7S 5C 4H,KS KC 7S 5C 4H
KS KC 7S 5C 4H,KS KC 7S 5C 4H
4C 5D 6D 7C 8C,JC TC KC 8C 4C
3H 3D 3C 4C 6C,5C 2D 8D 4C 4C
AC 2C 4C 5S 3S ,KS QS KC QC KH
6C 2C 4C 5S 3S ,KS KC 7S 5C 4H
6C 7C 4C 5S 3S ,KS KC 7S 5C 4H
AC AD AS 5S 3S ,4C 5D 6D 7C 8C
8C 8S 8H 8D TS,3H 3D 3C 4C 6C
2D 3S 4D 5S AC,AC 2C 4C 5S 3S 
7C 5H 8D TD KS,6C 2C 4C 5S 3S 
KS KH KC 8S 7S,6C 7C 4C 5S 3S 
2C 2H 2S 4C 6C,AC AD AS 5S 3S 
9C 8S 8H 8C TS,8C 8S 8H 8D TS
3D 3S 4D 5S AC,2D 3S 4D 5S AC
8C 5H 8D TD KS,7C 5H 8D TD KS
KS KH KC 8S 7S,KS KH KC 8S 7S
3C 2H 2S 4C 6C,2C 2H 2S 4C 6C
TC 8S 8H 8C TS,9C 8S 8H 8C TS
4D 3S 4D 5S AC,3D 3S 4D 5S AC
9C 5H 8D TD KS,8C 5H 8D TD KS
KS KH KC 8S 7S,KS KH KC 8S 7S
4C 2H 2S 4C 6C,3C 2H 2S 4C 6C
JC 8S 8H 8C TS,TC 8S 8H 8C TS
5D 3S 4D 5S AC,4D 3S 4D 5S AC
TC 5H 8D TD KS,9C 5H 8D TD KS
KS KH KC 8S 7S,KS KH KC 8S 7S
5C 2H 2S 4C 6C,4C 2H 2S 4C 6C
2C 3H 4H 5S 6H,JC 8S 8H 8C TS
2C 2H 2S 4C 6C,5D 3S 4D 5S AC
KS KC 7S 5C 4H,TC 5H 8D TD KS
KS KC 7S 5C 4H,KS KH KC 8S 7S
TC TC KC 8C 4C,5C 2H 2S 4C 6C
4C 2D 8D 4C 4C,2C 3H 4H 5S 6H
KS QS KC QC KH,2C 2H 2S 4C 6C
KS KC 7S 5C 4H,KS KC 7S 5C 4H
KS KC 7S 5C 4H,KS KC 7S 5C 4H
JC TC KC 8C 4C,TC TC KC 8C 4C
5C 2D 8D 4C 4C,4C 2D 8D 4C 4C
KS QS KC QC KH,KS QS KC QC KH
KS KC 7S 5C 4H,KS KC 7S 5C 4H
KS KC 7S 5C 4H,KS KC 7S 5C 4H
4C 5D 6D 7C 8C,JC TC KC 8C 4C
3H 3D 3C 4C 6C,5C 2D 8D 4C 4C
AC 2C 4C 5S 3S ,KS QS KC QC KH
6C 2C 4C 5S 3S ,KS KC 7S 5C 4H
6C 7C 4C 5S 3S ,KS KC 7S 5C 4H
AC AD AS 5S 3S ,4C 5D 6D 7C 8C
8C 8S 8H 8D TS,3H 3D 3C 4C 6C
2D 3S 4D 5S AC,AC 2C 4C 5S 3S 
7C 5H 8D TD KS,6C 2C 4C 5S 3S 
KS KH KC 8S 7S,6C 7C 4C 5S 3S 
2C 2H 2S 4C 6C,AC AD AS 5S 3S 
9C 8S 8H 8C TS,8C 8S 8H 8D TS
3D 3S 4D 5S AC,2D 3S 4D 5S AC
8C 5H 8D TD KS,7C 5H 8D TD KS
KS KH KC 8S 7S,KS KH KC 8S 7S
3C 2H 2S 4C 6C,2C 2H 2S 4C 6C
TC 8S 8H 8C TS,9C 8S 8H 8C TS
4D 3S 4D 5S AC,3D 3S 4D 5S AC
9C 5H 8D TD KS,8C 5H 8D TD KS
KS KH KC 8S 7S,KS KH KC 8S 7S
4C 2H 2S 4C 6C,3C 2H 2S 4C 6C
JC 8S 8H 8C TS,TC 8S 8H 8C TS
5D 3S 4D 5S AC,4D 3S 4D 5S AC
TC 5H 8D TD KS,9C 5H 8D TD KS
KS KH KC 8S 7S,KS KH KC 8S 7S
5C 2H 2S 4C 6C,4C 2H 2S 4C 6C
2C 3H 4H 5S 6H,JC 8S 8H 8C TS
2C 2H 2S 4C 6C,5D 3S 4D 5S AC
KS KC 7S 5C 4H,TC 5H 8D TD KS
KS KC 7S 5C 4H,KS KH KC 8S 7S
TC TC KC 8C 4C,5C 2H 2S 4C 6C
4C 2D 8D 4C 4C,2C 3H 4H 5S 6H
KS QS KC QC KH,2C 2H 2S 4C 6C
KS KC 7S 5C 4H,KS KC 7S 5C 4H
KS KC 7S 5C 4H,KS KC 7S 5C 4H
JC TC KC 8C 4C,TC TC KC 8C 4C
5C 2D 8D 4C 4C,4C 2D 8D 4C 4C
KS QS KC QC KH,KS QS KC QC KH
KS KC 7S 5C 4H,KS KC 7S 5C 4H
KS KC 7S 5C 4H,KS KC 7S 5C 4H
4C 5D 6D 7C 8C,JC TC KC 8C 4C
3H 3D 3C 4C 6C,5C 2D 8D 4C 4C
AC 2C 4C 5S 3S ,KS QS KC QC KH
6C 2C 4C 5S 3S ,KS KC 7S 5C 4H
6C 7C 4C 5S 3S ,KS KC 7S 5C 4H
AC AD AS 5S 3S ,4C 5D 6D 7C 8C
8C 8S 8H 8D TS,3H 3D 3C 4C 6C
2D 3S 4D 5S AC,AC 2C 4C 5S 3S 
7C 5H 8D TD KS,6C 2C 4C 5S 3S 
KS KH KC 8S 7S,6C 7C 4C 5S 3S 
2C 2H 2S 4C 6C,AC AD AS 5S 3S 
9C 8S 8H 8C TS,KS KH KC 8S 7S
3D 3S 4D 5S AC,5C 2H 2S 4C 6C
8C 5H 8D TD KS,2C 3H 4H 5S 6H
KS KH KC 8S 7S,2C 2H 2S 4C 6C
3C 2H 2S 4C 6C,KS KC 7S 5C 4H
TC 8S 8H 8C TS,KS KC 7S 5C 4H
4D 3S 4D 5S AC,TC TC KC 8C 4C
9C 5H 8D TD KS,4C 2D 8D 4C 4C
KS KH KC 8S 7S,KS QS KC QC KH
4C 2H 2S 4C 6C,KS KC 7S 5C 4H
JC 8S 8H 8C TS,KS KC 7S 5C 4H
5D 3S 4D 5S AC,JC TC KC 8C 4C
TC 5H 8D TD KS,5C 2D 8D 4C 4C
KS KH KC 8S 7S,KS QS KC QC KH
5C 2H 2S 4C 6C,KS KC 7S 5C 4H
2C 3H 4H 5S 6H,KS KC 7S 5C 4H
2C 2H 2S 4C 6C,4C 5D 6D 7C 8C
